iter	MAE
143	24.84707228
144	24.82000137
145	24.79396445
146	24.76545883
147	24.7340483
148	24.71200277
149	24.66737247
150	24.64129262
151	24.61144031
152	24.57912616
153	24.55422016
154	24.52488584
155	24.49093527
156	24.46462394
157	24.43539633
158	24.41797387
159	24.38436781
160	24.35641418
161	24.33964688
162	24.31029927
163	24.2781189
164	24.23404712
165	24.21290379
166	24.19192968
167	24.15935122
168	24.13415529
169	24.10854375
170	24.07897936
171	24.05551967
172	24.03787464
173	24.01249982
174	23.98746438
175	23.9463946
176	23.92339683
177	23.8923576
178	23.86610894
179	23.84383714
180	23.8255687
181	23.8054932
182	23.78133526
183	23.75797133
184	23.72951192
185	23.711582
186	23.6856623
187	23.64796219
188	23.61671472
189	23.58639745
190	23.5664604
191	23.54234309
192	23.49777999
193	23.4779461
194	23.43071999
195	23.39365731
196	23.35481043
197	23.33211085
198	23.29941821
199	23.26096704
200	23.24171291
201	23.21928741
202	23.19737534
203	23.1606515
204	23.14663069
205	23.12421804
206	23.09812892
207	23.06016677
208	23.02587294
209	22.99997017
210	22.97763917
211	22.948607
212	22.92056116
213	22.89052118
214	22.87244265
215	22.84950012
216	22.82698139
217	22.80416208
218	22.78636945
219	22.75616829
220	22.73193662
221	22.69452963
222	22.66416418
223	22.63487049
224	22.60872609
225	22.58794316
226	22.57401219
227	22.54659976
228	22.51914893
229	22.49160076
230	22.46231081
231	22.43419716
232	22.40594263
233	22.39080168
234	22.36338611
235	22.34296215
236	22.31024101
237	22.29564732
238	22.27637352
239	22.23324951
240	22.20561039
241	22.17798385
242	22.15159847
243	22.127967
244	22.09676455
245	22.05383602
246	22.01579981
247	21.98649829
248	21.94970193
249	21.92332191
250	21.90551394
251	21.88999157
252	21.86725599
253	21.84251543
254	21.82206129
255	21.80497088
256	21.79466941
257	21.75481542
258	21.71588657
259	21.69247335
260	21.65940747
261	21.63467863
262	21.61275795
263	21.58692901
264	21.55919577
265	21.53930311
266	21.51777269
267	21.49304627
268	21.47225221
269	21.44412049
270	21.41494407
271	21.40081209
272	21.3839828
273	21.36520185
274	21.33435
275	21.31151377
276	21.29134519
277	21.26782355
278	21.24951378
279	21.2284539
280	21.20388345
281	21.17466788
282	21.16034449
283	21.14618083
284	21.12131153
285	21.10037685
286	21.08199132
287	21.06207651
288	21.04526606
289	21.02995289
290	21.01491929
291	20.98523335
292	20.96860521
293	20.93849623
294	20.92571813
295	20.90404387
296	20.87666353
297	20.86378566
298	20.85231985
299	20.82806839
300	20.80748714
301	20.79351907
302	20.77454166
303	20.76058217
304	20.73748161
305	20.71762747
306	20.69718242
307	20.68098553
308	20.65471968
309	20.63359121
310	20.60886292
311	20.58912355
312	20.57522187
313	20.56123728
314	20.53867134
315	20.52046703
316	20.50790924
317	20.48023053
318	20.46019608
319	20.44397422
320	20.41875135
321	20.40129836
322	20.37420615
323	20.35844594
324	20.33630402
325	20.32286912
326	20.29747249
327	20.28440818
328	20.26955446
329	20.25508979
330	20.2258377
331	20.21277149
332	20.20220309
333	20.18656091
334	20.16925706
335	20.15900551
336	20.14331183
337	20.13140903
338	20.11125276
339	20.09246805
340	20.08292045
341	20.07289377
342	20.04872013
343	20.03780106
344	20.01723995
345	19.98842225
346	19.97926601
347	19.96259943
348	19.95331785
349	19.93254755
350	19.90964572
351	19.88719597
352	19.87222462
353	19.85694573
354	19.84618756
355	19.82235492
356	19.80593221
357	19.79321028
358	19.78080068
359	19.76340456
360	19.74206288
361	19.72425728
362	19.71012658
363	19.69992589
364	19.6878683
365	19.6754813
366	19.66033638
367	19.64804563
368	19.64087764
369	19.63035071
370	19.6194486
371	19.59325671
372	19.5794087
373	19.56241094
374	19.54490092
375	19.53593662
376	19.52168378
377	19.50759098
378	19.49113003
379	19.4720067
380	19.45731151
381	19.43637297
382	19.42317468
383	19.41216873
384	19.39821229
385	19.38578036
386	19.37275857
387	19.35832254
388	19.34264116
389	19.32119215
390	19.30865777
391	19.29548478
392	19.27074269
393	19.25348091
394	19.23587822
395	19.22123436
396	19.2129234
397	19.20562195
398	19.19466372
399	19.17858439
400	19.16669813
401	19.14735058
402	19.13419269
403	19.12169182
404	19.10818929
405	19.09174103
406	19.07037681
407	19.06618782
408	19.04472769
409	19.02977132
410	19.02066822
411	19.01228683
412	18.99970912
413	18.97899763
414	18.96993883
415	18.95631061
416	18.94291237
417	18.93344815
418	18.91150788
419	18.8971086
420	18.88130907
421	18.87199095
422	18.86211308
423	18.85170086
424	18.83813924
425	18.82575165
426	18.81379651
427	18.80080593
428	18.78277235
429	18.76919084
430	18.7543038
431	18.743905
432	18.73133276
433	18.72029728
434	18.70797648
435	18.69266819
436	18.68309289
437	18.67060408
438	18.65635539
439	18.64134621
440	18.63075344
441	18.61879721
442	18.61104719
443	18.59787062
444	18.58148732
445	18.56997704
446	18.5538463
447	18.53805395
448	18.51868141
449	18.50876205
450	18.4933533
451	18.48441458
452	18.47733091
453	18.46043399
454	18.44929064
455	18.44161183
456	18.42773551
457	18.4140194
458	18.39477185
459	18.38501639
460	18.37869533
461	18.36389782
462	18.35673752
463	18.34411606
464	18.33122071
465	18.32411471
466	18.31474907
467	18.29902564
468	18.28468532
469	18.27666929
470	18.26332977
471	18.25469094
472	18.24614286
473	18.23034435
474	18.22513974
475	18.22002564
476	18.21425512
477	18.20673971
478	18.19618634
479	18.19026861
480	18.17862241
481	18.17159939
482	18.15980794
483	18.14930037
484	18.14076355
485	18.13282219
486	18.1168713
487	18.10430143
488	18.09875427
489	18.08865649
490	18.07952415
491	18.06867975
492	18.05376031
493	18.04043074
494	18.03155644
495	18.02208223
496	18.0087375
497	18.00110019
498	17.9919106
499	17.97611954
500	17.9593184
501	17.94478047
502	17.93080969
503	17.91697036
504	17.90567156
505	17.90084566
506	17.89568505
507	17.88224526
508	17.87539938
509	17.8614746
510	17.84615233
511	17.84042777
512	17.83295712
513	17.81278746
514	17.80869334
515	17.80188177
516	17.80107649
517	17.79275233
518	17.78754043
519	17.77926133
520	17.77343672
521	17.75972643
522	17.74913796
523	17.73833291
524	17.73139974
525	17.72323102
526	17.70722335
527	17.69889732
528	17.6916737
529	17.68281809
530	17.67628899
531	17.66596509
532	17.65739396
533	17.64796575
534	17.64154782
535	17.63376343
536	17.62269831
537	17.61370304
538	17.60953315
539	17.60305343
540	17.59420024
541	17.59060358
542	17.58059227
543	17.57350768
544	17.57150508
545	17.56573485
546	17.55283523
547	17.54476245
548	17.53982292
549	17.52759488
550	17.51515244
551	17.50475474
552	17.49283616
553	17.48028059
554	17.46946542
555	17.45779425
556	17.44614766
557	17.44040968
558	17.43137816
559	17.41477511
560	17.40812232
561	17.39961955
562	17.38415908
563	17.37637004
564	17.36573391
565	17.36133034
566	17.34717682
567	17.33972513
568	17.32389344
569	17.30881893
570	17.2995006
571	17.28786808
572	17.27639347
573	17.26418399
574	17.25431963
575	17.24832145
576	17.23972309
577	17.23082145
578	17.22424084
579	17.21269332
580	17.20009287
581	17.19557124
582	17.19003025
583	17.18436482
584	17.17642415
585	17.16587256
586	17.15669862
587	17.14415759
588	17.13119836
589	17.12323855
590	17.11691721
591	17.10968086
592	17.09683186
593	17.09036989
594	17.08319224
595	17.0762973
596	17.06727913
597	17.05768434
598	17.04576707
599	17.03824115
600	17.03289622
601	17.02974602
602	17.01428189
603	17.00842173
604	17.00389539
605	16.99003555
606	16.984608
607	16.97782083
608	16.9704709
609	16.96395647
610	16.95611676
611	16.94641891
612	16.93253972
613	16.92164958
614	16.90889079
615	16.90437211
616	16.89648499
617	16.89231984
618	16.88590665
619	16.87665273
620	16.87434749
621	16.87271836
622	16.85538185
623	16.84370762
624	16.83523521
625	16.82641893
626	16.81381835
627	16.80809216
628	16.80111133
629	16.79417435
630	16.79265249
631	16.78712066
632	16.77604912
633	16.75831512
634	16.75376279
635	16.74715279
636	16.7436234
637	16.73830362
638	16.73086739
639	16.72522272
640	16.71201572
641	16.70927867
642	16.70579633
643	16.69961779
644	16.69246318
645	16.68888961
646	16.68821179
647	16.68115205
648	16.67744961
649	16.67179624
650	16.66774001
651	16.66165735
652	16.65759917
653	16.65068916
654	16.64663453
655	16.63982351
656	16.63351742
657	16.62307817
658	16.6171665
659	16.61242705
660	16.60153849
661	16.59038217
662	16.58686843
663	16.58022894
664	16.57349722
665	16.56173258
666	16.55251923
667	16.54528254
668	16.54018696
669	16.53446049
670	16.52427817
671	16.51910734
672	16.51113072
673	16.50496495
674	16.50162903
675	16.4952215
676	16.48858433
677	16.47465332
678	16.47063689
679	16.45893314
680	16.45400959
681	16.44858993
682	16.44191666
683	16.43582623
684	16.43211348
685	16.42743701
686	16.42060601
687	16.40990778
688	16.40225055
689	16.3946791
690	16.38848399
691	16.38357607
692	16.37861027
693	16.36929973
694	16.36187185
695	16.35579198
696	16.34990149
697	16.34135602
698	16.33697275
699	16.33184802
700	16.32662481
701	16.31807896
702	16.31059745
703	16.30491262
704	16.29684005
705	16.29042278
706	16.28278363
707	16.2751774
708	16.26165604
709	16.25327408
710	16.24743271
711	16.24111181
712	16.23637099
713	16.22639844
714	16.21919813
715	16.20911561
716	16.20096217
717	16.19689615
718	16.18617383
719	16.17698198
720	16.17358149
721	16.16732365
722	16.15930509
723	16.154566
724	16.14774782
725	16.14168492
726	16.12839211
727	16.11963461
728	16.11234861
729	16.10012399
730	16.09030003
731	16.08567955
732	16.07630399
733	16.06833774
734	16.06048363
735	16.0539139
736	16.04848545
737	16.04208477
738	16.0330505
739	16.02860564
740	16.02503742
741	16.02155724
742	16.01646158
743	16.01026955
744	16.00382184
745	15.99527692
746	15.98961152
747	15.98497984
748	15.97758335
749	15.97132901
750	15.96294772
751	15.95588429
752	15.95305811
753	15.94948326
754	15.93986412
755	15.93524127
756	15.92656841
757	15.92379123
758	15.92029371
759	15.91333422
760	15.90834398
761	15.90177279
762	15.89310326
763	15.88167656
764	15.88005429
765	15.87535229
766	15.86895043
767	15.8641919
768	15.85733729
769	15.85255156
770	15.84009134
771	15.83076457
772	15.8244682
773	15.82056838
774	15.81668877
775	15.81363725
776	15.81039977
777	15.80383769
778	15.79897076
779	15.79468928
780	15.78669351
781	15.77939568
782	15.77681711
783	15.7688223
784	15.759771
785	15.75586125
786	15.75432974
787	15.74612116
788	15.73868633
789	15.73380969
790	15.72792653
791	15.72384893
792	15.71740433
793	15.70842979
794	15.70587494
795	15.70198648
796	15.69647015
797	15.69350979
798	15.68723357
799	15.68428318
800	15.67967436
801	15.67746032
802	15.66957789
803	15.66576767
804	15.65932428
805	15.65648204
806	15.65068344
807	15.64419222
808	15.63838347
809	15.63228441
810	15.62901899
811	15.62357478
812	15.61710099
813	15.60977165
814	15.60821163
815	15.60438046
816	15.59937939
817	15.59272116
818	15.59003216
819	15.58470571
820	15.58154492
821	15.57656043
822	15.5729411
823	15.56594196
824	15.56199584
825	15.55943719
826	15.55558074
827	15.54780787
828	15.54447271
829	15.53337911
830	15.52915502
831	15.52639303
832	15.5222483
833	15.51569958
834	15.51093743
835	15.50306968
836	15.49899288
837	15.4916748
838	15.48669607
839	15.48543596
840	15.47926153
841	15.46989488
842	15.46100117
843	15.45646511
844	15.45441547
845	15.45108582
846	15.44545511
847	15.44286819
848	15.438787
849	15.43334415
850	15.42929198
851	15.42283797
852	15.41330575
853	15.40954041
854	15.40599793
855	15.40191048
856	15.39690465
857	15.39165319
858	15.38498863
859	15.3808368
860	15.37461558
861	15.36665424
862	15.36026868
863	15.354687
864	15.35168449
865	15.3435332
866	15.33895036
867	15.3341605
868	15.33080961
869	15.32357397
870	15.32104371
871	15.31773373
872	15.31371343
873	15.30731272
874	15.30680546
875	15.29915892
876	15.29545195
877	15.29187092
878	15.28621361
879	15.28504879
880	15.28106013
881	15.27781907
882	15.2746598
883	15.27070391
884	15.26726008
885	15.26383435
886	15.25903681
887	15.24899198
888	15.2460668
889	15.23930226
890	15.23222121
891	15.22670446
892	15.21808137
893	15.21181885
894	15.20959982
895	15.20226521
896	15.19530539
897	15.19204215
898	15.18800286
899	15.18029663
900	15.1731262
901	15.17126882
902	15.16275794
903	15.15926113
904	15.15613916
905	15.15038034
906	15.14534088
907	15.13847837
908	15.13513913
909	15.13346315
910	15.12818784
911	15.12571185
912	15.1229045
913	15.11855013
914	15.11247287
915	15.10832426
916	15.10354446
917	15.09582805
918	15.09343404
919	15.08984226
920	15.08558942
921	15.07886797
922	15.07636701
923	15.07071403
924	15.06676712
925	15.05896259
926	15.05615578
927	15.04804016
928	15.04510972
929	15.0407525
930	15.03272103
931	15.02619903
932	15.01681158
933	15.01435702
934	15.01024782
935	15.00626627
936	14.99721373
937	14.99006117
938	14.98759712
939	14.98340593
940	14.97813989
941	14.97298705
942	14.9694844
943	14.96482174
944	14.9601586
945	14.95785197
946	14.9522264
947	14.94454166
948	14.94024566
949	14.93532489
950	14.93017945
951	14.92693935
952	14.91606177
953	14.91173506
954	14.90872811
955	14.90294021
956	14.89774059
957	14.89308508
958	14.88713698
959	14.88275249
960	14.87881095
961	14.8762716
962	14.87064614
963	14.86696631
964	14.86294704
965	14.85912538
966	14.85552698
967	14.84904954
968	14.84357868
969	14.8406394
970	14.83794926
971	14.83328961
972	14.82953532
973	14.82487327
974	14.82150231
975	14.81878131
976	14.81354799
977	14.81072531
978	14.80632205
979	14.80561236
980	14.80093537
981	14.79813405
982	14.79487039
983	14.79385024
984	14.7850185
985	14.77859186
986	14.77684991
987	14.77362815
988	14.76761023
989	14.76637423
990	14.76211211
991	14.76057241
992	14.75902619
993	14.75606245
994	14.75415542
995	14.74815619
996	14.74421222
997	14.74031907
998	14.73750147
999	14.73559502
1000	14.73060699
1001	14.72705154
1002	14.72524644
1003	14.72287737
1004	14.71912216
1005	14.71312843
1006	14.71159331
1007	14.70896127
1008	14.70627322
1009	14.70589758
1010	14.70484708
1011	14.70310219
1012	14.69895896
1013	14.69486732
1014	14.69388561
1015	14.6901352
1016	14.68903226
1017	14.68801116
1018	14.68493893
1019	14.6807549
1020	14.67555709
1021	14.67148362
1022	14.66836836
1023	14.6656194
1024	14.66246204
1025	14.6573859
1026	14.65220071
1027	14.64818799
1028	14.64417164
1029	14.64185144
1030	14.63561632
1031	14.63468976
1032	14.63383543
1033	14.63082287
1034	14.62582282
1035	14.62178039
1036	14.61769464
1037	14.61229344
1038	14.60818142
1039	14.60434831
1040	14.59578899
1041	14.59273764
1042	14.58746375
1043	14.58207785
1044	14.57910994
1045	14.57493883
1046	14.57288531
1047	14.57088225
1048	14.56731859
1049	14.5640515
1050	14.56192813
1051	14.5577033
1052	14.55299059
1053	14.54922723
1054	14.54515728
1055	14.5432869
1056	14.53941513
1057	14.53682447
1058	14.53259204
1059	14.53004553
1060	14.52685512
1061	14.52494605
1062	14.51906594
1063	14.51762939
1064	14.50912019
1065	14.50579734
1066	14.50208849
1067	14.49778242
1068	14.49290887
1069	14.48707067
1070	14.48291997
1071	14.47769041
1072	14.47627779
1073	14.47415368
1074	14.46899259
1075	14.46315256
1076	14.45681489
1077	14.45471417
1078	14.45075382
1079	14.44258655
1080	14.4389212
1081	14.43692505
1082	14.43553898
1083	14.43248401
1084	14.43060351
1085	14.42766983
1086	14.42223598
1087	14.4170344
1088	14.41396432
1089	14.41236392
1090	14.41064769
1091	14.40951032
1092	14.40696661
1093	14.40225002
1094	14.39710868
1095	14.39569034
1096	14.39356992
1097	14.39110814
1098	14.38610878
1099	14.38160991
1100	14.38059776
1101	14.37768301
1102	14.37547942
1103	14.37222548
1104	14.36558111
1105	14.36289172
1106	14.35926683
1107	14.35421655
1108	14.35040961
1109	14.34503226
1110	14.34309622
1111	14.34065846
1112	14.33839829
1113	14.33339053
1114	14.32822667
1115	14.31956723
1116	14.31387296
1117	14.30770349
1118	14.30559793
1119	14.30214994
1120	14.30121487
1121	14.29268138
1122	14.29071507
1123	14.28435205
1124	14.27954294
1125	14.27572893
1126	14.26738524
1127	14.26390589
1128	14.26321765
1129	14.26046662
1130	14.2543955
1131	14.24956225
1132	14.24410801
1133	14.23746289
1134	14.23641646
1135	14.2328716
1136	14.22764441
1137	14.2251735
1138	14.21795424
1139	14.21368666
1140	14.21293413
1141	14.21077754
1142	14.20624501
1143	14.20435839
1144	14.20177981
1145	14.20052777
1146	14.19663588
1147	14.19322815
1148	14.19109024
1149	14.18319213
1150	14.17716265
1151	14.17349261
1152	14.16764378
1153	14.16330875
1154	14.1611156
1155	14.15779422
1156	14.15364393
1157	14.14934336
1158	14.14294794
1159	14.13727605
1160	14.13497792
1161	14.130948
1162	14.12686955
1163	14.12516243
1164	14.1194652
1165	14.11756486
1166	14.11571595
1167	14.11347132
1168	14.10791717
1169	14.10201802
1170	14.09746148
1171	14.09411519
1172	14.09207995
1173	14.08908118
1174	14.08530571
1175	14.08377885
1176	14.07796475
1177	14.07423104
1178	14.07083223
1179	14.06934453
1180	14.06682315
1181	14.06304656
1182	14.05911437
1183	14.04883686
1184	14.04472242
1185	14.04293717
1186	14.04045212
1187	14.03828577
1188	14.03417172
1189	14.03264203
1190	14.030581
1191	14.02653591
1192	14.02303551
1193	14.018455
1194	14.0144433
1195	14.01055116
1196	14.0059385
1197	13.99825853
1198	13.99077393
1199	13.98591064
1200	13.98027738
1201	13.97578461
1202	13.97464478
1203	13.9719406
1204	13.96924815
1205	13.96723749
1206	13.96310576
1207	13.96102486
1208	13.95893299
1209	13.9541014
1210	13.95059314
1211	13.94759144
1212	13.94456961
1213	13.94070545
1214	13.93792705
1215	13.93367982
1216	13.93174953
1217	13.92791499
1218	13.91914833
1219	13.91723962
1220	13.91329501
1221	13.9100091
1222	13.90707339
1223	13.9019349
1224	13.89461988
1225	13.89155503
1226	13.89032156
1227	13.88590978
1228	13.88113388
1229	13.87608301
1230	13.87135333
1231	13.86872931
1232	13.86597238
1233	13.86221054
1234	13.85805656
1235	13.85464878
1236	13.85082212
1237	13.84729802
1238	13.84363428
1239	13.83761701
1240	13.83386012
1241	13.82838809
1242	13.82608195
1243	13.82229698
1244	13.81395971
1245	13.81151588
1246	13.80824321
1247	13.80671173
1248	13.80590967
1249	13.80066488
1250	13.79847801
1251	13.79122364
1252	13.78601307
1253	13.77908074
1254	13.77705151
1255	13.77270621
1256	13.76775563
1257	13.76548997
1258	13.76352639
1259	13.7606103
1260	13.75393426
1261	13.74989057
1262	13.74554584
1263	13.74001787
1264	13.73779774
1265	13.73537025
1266	13.73069412
1267	13.72615507
1268	13.72306474
1269	13.72098765
1270	13.71936806
1271	13.71360038
1272	13.71261651
1273	13.70676115
1274	13.70017338
1275	13.69941826
1276	13.69393922
1277	13.69053262
1278	13.6864985
1279	13.68312104
1280	13.6789253
1281	13.67644689
1282	13.67564127
1283	13.67350828
1284	13.6699358
1285	13.66444055
1286	13.6576477
1287	13.65249495
1288	13.65002679
1289	13.64791332
1290	13.64517277
1291	13.64243242
1292	13.64032476
1293	13.63502243
1294	13.62872074
1295	13.62461516
1296	13.62156112
1297	13.61925701
1298	13.61350253
1299	13.60882404
1300	13.60589221
1301	13.59993486
1302	13.59610823
1303	13.59376646
1304	13.58958056
1305	13.58593233
1306	13.58424844
1307	13.58225559
1308	13.57911712
1309	13.57599098
1310	13.57133701
1311	13.5708193
1312	13.56893811
1313	13.56792
1314	13.56567747
1315	13.56470816
1316	13.56055592
1317	13.55580191
1318	13.55054447
1319	13.54506271
1320	13.54155856
1321	13.54046954
1322	13.5396765
1323	13.5304131
1324	13.52442132
1325	13.52179672
1326	13.51880878
1327	13.51587033
1328	13.51258734
1329	13.50936408
1330	13.50568109
1331	13.50399183
1332	13.49945827
1333	13.49772287
1334	13.49140636
1335	13.48780181
1336	13.48091123
1337	13.47824425
1338	13.47503821
1339	13.46893833
1340	13.46631886
1341	13.46296671
1342	13.45742901
1343	13.45476351
1344	13.45289074
1345	13.45111443
1346	13.44936236
1347	13.44683018
1348	13.44236971
1349	13.43728359
1350	13.43122239
1351	13.43052483
1352	13.42766545
1353	13.42337562
1354	13.41899502
1355	13.41706537
1356	13.41178696
1357	13.4072357
1358	13.40494247
1359	13.40339418
1360	13.40037168
1361	13.39689812
1362	13.39144713
1363	13.38900169
1364	13.38474237
1365	13.38091768
1366	13.37141779
1367	13.36531286
1368	13.3611441
1369	13.35650915
1370	13.35333358
1371	13.3480967
1372	13.34679917
1373	13.3430211
1374	13.34112872
1375	13.33834302
1376	13.33576287
1377	13.33139469
1378	13.32911651
1379	13.32573028
1380	13.32217884
1381	13.32002537
1382	13.31892219
1383	13.31615768
1384	13.31229145
1385	13.31171126
1386	13.30977835
1387	13.30702104
1388	13.30519515
1389	13.30255581
1390	13.30189633
1391	13.29735149
1392	13.29425375
1393	13.29171171
1394	13.28491445
1395	13.28355639
1396	13.28076453
1397	13.27977473
1398	13.27714531
1399	13.27327111
1400	13.27207692
1401	13.26886025
1402	13.26637961
1403	13.26455837
1404	13.26207313
1405	13.25725945
1406	13.25548317
1407	13.25097582
1408	13.25039523
1409	13.2462847
1410	13.24398274
1411	13.24137295
1412	13.2386395
1413	13.23579503
1414	13.23266237
1415	13.23081801
1416	13.22740002
1417	13.22636968
1418	13.22392468
1419	13.21962306
1420	13.21808348
1421	13.2142305
1422	13.21202074
1423	13.20987139
1424	13.20721789
1425	13.20033437
1426	13.197019
1427	13.19399419
1428	13.19316478
1429	13.18593162
1430	13.18409576
1431	13.18221733
1432	13.17999343
1433	13.17884797
1434	13.17479074
1435	13.17177299
1436	13.17101433
1437	13.17079329
1438	13.1688761
1439	13.16751867
1440	13.16644113
1441	13.1656725
1442	13.16501663
1443	13.16337082
1444	13.16057006
1445	13.15903423
1446	13.15643883
1447	13.15333856
1448	13.15002647
1449	13.14741619
1450	13.14623042
1451	13.14248909
1452	13.13975739
1453	13.13831217
1454	13.1361212
1455	13.13273771
1456	13.1320179
1457	13.12974017
1458	13.12889188
1459	13.12662969
1460	13.12402693
1461	13.12279581
1462	13.12097047
1463	13.11913823
1464	13.11610888
1465	13.11427627
1466	13.11150268
1467	13.10960246
1468	13.10859828
1469	13.10457062
1470	13.10178094
1471	13.09810023
1472	13.09644206
1473	13.09499122
1474	13.09180682
1475	13.08750018
1476	13.08495918
1477	13.08234527
1478	13.08094638
1479	13.07909191
1480	13.07784406
1481	13.07484373
1482	13.07356662
1483	13.07138407
1484	13.06893913
1485	13.06794651
1486	13.06692555
1487	13.06488581
1488	13.0629905
1489	13.06236968
1490	13.06192738
1491	13.05950656
1492	13.05893746
1493	13.05742686
1494	13.05580396
1495	13.05051374
1496	13.04836205
1497	13.04579459
1498	13.04528244
1499	13.04397661
1500	13.03985963
1501	13.03866756
1502	13.03791131
1503	13.03700553
1504	13.03496948
1505	13.03350892
1506	13.03245511
1507	13.0318583
1508	13.0281689
1509	13.02649087
1510	13.02550077
1511	13.02323114
1512	13.02033291
1513	13.01747253
1514	13.01306925
1515	13.00960175
1516	13.00546721
1517	13.00395852
1518	12.99932886
1519	12.99767777
1520	12.99660906
1521	12.99467496
1522	12.99124556
1523	12.98875101
1524	12.98781967
1525	12.98442506
1526	12.98223403
1527	12.98091657
1528	12.97737973
1529	12.97508966
1530	12.97075627
1531	12.96933142
1532	12.96678854
1533	12.96536069
1534	12.96099995
1535	12.95759782
1536	12.95690157
1537	12.95596071
1538	12.95350211
1539	12.95191601
1540	12.95004489
1541	12.94532513
1542	12.94455378
1543	12.93864763
1544	12.93737736
1545	12.93693372
1546	12.93607451
1547	12.93474304
1548	12.93357451
1549	12.93159589
1550	12.92912643
1551	12.92573767
1552	12.92483573
1553	12.92415038
1554	12.9208838
1555	12.91912096
1556	12.9169107
1557	12.91594052
1558	12.91043463
1559	12.9071699
1560	12.90419364
1561	12.90262216
1562	12.90116116
1563	12.89842981
1564	12.89571009
1565	12.89252663
1566	12.89086764
1567	12.88881531
1568	12.88455472
1569	12.8836902
1570	12.88341505
1571	12.88104778
1572	12.87758728
1573	12.87272518
1574	12.86888723
1575	12.86557189
1576	12.86278515
1577	12.86121493
1578	12.85861988
1579	12.8561977
1580	12.85328734
1581	12.84888943
1582	12.84722683
1583	12.84344497
1584	12.8420429
